,Unnamed: 0,node,ethcat,agecat,treat,Trade_sex,Group_sex,degree,age.gp1,age.gp2,age.gp3,age.gp4,black,white,other,Tr,NoTr,Trade,NoTrade,Group,NoGroup
496,497,497,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,0,5,2,4,0,2,4,1,5,5,1
1838,1839,1839,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,1,1,1,2,0,1,2,0,3,2,1
2222,2223,2223,black,age.gp4,NoTr,Trade,Group,5,0,0,1,4,2,3,0,0,5,1,4,1,4
497,498,498,black,age.gp4,NoTr,NoTrade,NoGroup,2,1,1,0,0,1,1,0,0,2,0,2,0,2
498,499,499,black,age.gp4,NoTr,NoTrade,NoGroup,5,2,2,0,1,1,2,2,0,5,0,5,1,4
614,615,615,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
732,733,733,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
500,501,501,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,2,0,2,2,2,0,1,3,0,4,1,3
1750,1751,1751,black,age.gp4,NoTr,NoTrade,NoGroup,3,1,0,0,2,2,1,0,0,3,0,3,2,1
501,502,502,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,1,0,0,0,1,0,1,0,1
2096,2097,2097,black,age.gp3,NoTr,NoTrade,NoGroup,8,1,2,2,3,5,2,1,1,7,1,7,3,5
502,503,503,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
1999,2000,2000,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,0,4,1,3,0,2,2,0,4,1,3
2234,2235,2235,black,age.gp4,NoTr,Trade,Group,9,1,3,1,4,6,3,0,5,4,0,9,4,5
738,739,739,black,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,0,1,2,0,0,0,2,0,2,1,1
2726,2727,2727,black,age.gp3,NoTr,NoTrade,NoGroup,6,1,1,1,3,4,1,1,2,4,1,5,3,3
506,507,507,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
2139,2140,2140,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,2,2,2,0,6,0,4,2,0,6,4,2
508,509,509,white,age.gp2,Tr,NoTrade,NoGroup,12,3,4,3,2,0,11,1,2,10,0,12,6,6
973,974,974,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,2,2,0,0,4,0,2,2,0,4,3,1
2323,2324,2324,white,age.gp1,NoTr,NoTrade,NoGroup,9,6,1,2,0,1,6,2,4,5,2,7,3,6
2332,2333,2333,white,age.gp3,Tr,NoTrade,Group,15,2,6,3,4,0,15,0,6,9,0,15,8,7
575,576,576,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,2,1,0,0,3,0,2,1,0,3,2,1
1917,1918,1918,other,age.gp2,NoTr,NoTrade,NoGroup,4,0,3,1,0,0,4,0,2,2,0,4,2,2
2148,2149,2149,other,age.gp2,NoTr,NoTrade,NoGroup,6,0,3,3,0,0,6,0,2,4,1,5,3,3
2792,2793,2793,white,age.gp2,Tr,NoTrade,NoGroup,9,0,6,3,0,0,9,0,3,6,0,9,6,3
520,521,521,black,age.gp3,NoTr,NoTrade,NoGroup,5,0,2,1,2,3,2,0,1,4,0,5,0,5
1086,1087,1087,black,age.gp2,Tr,NoTrade,NoGroup,6,0,2,2,2,5,1,0,0,6,0,6,1,5
1030,1031,1031,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,1,0,0,0,1,0,1,0,1
1118,1119,1119,other,age.gp1,NoTr,NoTrade,NoGroup,2,1,0,1,0,1,1,0,0,2,0,2,0,2
518,519,519,black,age.gp3,NoTr,NoTrade,NoGroup,6,1,2,1,2,4,2,0,1,5,3,3,3,3
2001,2002,2002,black,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,2,2,4,1,0,2,3,1,4,2,3
2723,2724,2724,black,age.gp3,NoTr,NoTrade,NoGroup,9,0,5,2,2,6,3,0,1,8,3,6,6,3
813,814,814,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,1,0,0,0,1,0,1,0,1
1149,1150,1150,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,1,4,1,3,1,0,5,0,5,3,2
2167,2168,2168,black,age.gp2,NoTr,NoTrade,NoGroup,11,0,5,5,1,6,3,2,2,9,2,9,6,5
521,522,522,black,age.gp3,NoTr,NoTrade,NoGroup,3,1,1,1,0,2,0,1,0,3,1,2,1,2
624,625,625,other,age.gp1,NoTr,Trade,Group,12,5,1,4,2,3,9,0,3,9,0,12,5,7
522,523,523,black,age.gp3,NoTr,NoTrade,NoGroup,1,1,0,0,0,1,0,0,0,1,0,1,0,1
2785,2786,2786,white,age.gp3,NoTr,NoTrade,Group,14,1,7,4,2,1,13,0,7,7,1,13,10,4
2857,2858,2858,black,age.gp3,NoTr,NoTrade,Group,10,3,0,4,3,5,3,2,4,6,0,10,5,5
1115,1116,1116,other,age.gp1,NoTr,NoTrade,NoGroup,4,0,1,3,0,1,3,0,1,3,0,4,3,1
2558,2559,2559,white,age.gp4,NoTr,NoTrade,Group,12,1,1,6,4,3,9,0,4,8,2,10,9,3
525,526,526,black,age.gp3,NoTr,NoTrade,NoGroup,7,0,2,3,2,2,5,0,2,5,0,7,6,1
923,924,924,white,age.gp2,NoTr,NoTrade,NoGroup,13,0,4,6,3,3,10,0,6,7,0,13,8,5
583,584,584,other,age.gp4,NoTr,NoTrade,NoGroup,5,2,0,1,2,0,5,0,2,3,0,5,3,2
527,528,528,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1803,1804,1804,white,age.gp4,Tr,NoTrade,Group,9,0,0,3,6,0,9,0,1,8,1,8,7,2
530,531,531,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,1,3,0,5,0,2,3,0,5,3,2
994,995,995,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
533,534,534,white,age.gp4,NoTr,NoTrade,NoGroup,4,1,0,1,2,0,3,1,1,3,1,3,3,1
1700,1701,1701,white,age.gp4,NoTr,Trade,NoGroup,4,0,1,1,2,0,4,0,1,3,0,4,2,2
1779,1780,1780,white,age.gp4,Tr,NoTrade,Group,11,0,2,3,6,2,8,1,2,9,0,11,6,5
536,537,537,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,3,0,0,4,0,3,1,1,3,3,1
537,538,538,white,age.gp4,NoTr,NoTrade,NoGroup,9,0,2,2,5,2,7,0,3,6,0,9,7,2
1843,1844,1844,black,age.gp3,NoTr,NoTrade,NoGroup,5,0,2,2,1,2,2,1,0,5,0,5,1,4
2035,2036,2036,white,age.gp4,Tr,NoTrade,Group,11,1,1,1,8,0,10,1,2,9,1,10,6,5
1184,1185,1185,white,age.gp4,Tr,NoTrade,NoGroup,11,0,2,3,6,1,10,0,6,5,0,11,8,3
1582,1583,1583,white,age.gp4,Tr,NoTrade,Group,12,0,2,2,8,0,12,0,3,9,0,12,8,4
539,540,540,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
540,541,541,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
541,542,542,white,age.gp4,NoTr,NoTrade,NoGroup,5,2,0,1,2,2,2,1,2,3,1,4,4,1
542,543,543,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,2,0,4,1,6,0,3,4,1,6,4,3
2568,2569,2569,white,age.gp4,NoTr,NoTrade,Group,9,1,3,2,3,0,8,1,5,4,0,9,6,3
544,545,545,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,0,1
1967,1968,1968,white,age.gp4,Tr,NoTrade,NoGroup,4,0,1,2,1,1,3,0,0,4,0,4,1,3
545,546,546,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
547,548,548,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,0,1,0,1,1,0
549,550,550,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,1,1,0,2,0,1,1,0,2,2,0
550,551,551,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,0,1
1188,1189,1189,white,age.gp4,Tr,NoTrade,NoGroup,9,1,0,3,5,2,7,0,1,8,3,6,5,4
551,552,552,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,0,1
920,921,921,white,age.gp1,NoTr,Trade,NoGroup,11,6,1,2,2,0,8,3,1,10,2,9,7,4
1674,1675,1675,white,age.gp2,Tr,NoTrade,NoGroup,7,1,3,0,3,1,6,0,2,5,0,7,5,2
1795,1796,1796,white,age.gp4,Tr,NoTrade,Group,23,0,3,5,15,2,19,2,3,20,1,22,13,10
555,556,556,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,1,2,0,3,0,0,3,0,3,3,0
1962,1963,1963,white,age.gp4,NoTr,NoTrade,Group,9,0,2,1,6,1,8,0,4,5,0,9,5,4
559,560,560,other,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,0,3,1,3,0,1,3,1,3,3,1
2251,2252,2252,white,age.gp4,Tr,NoTrade,Group,15,2,3,0,10,1,13,1,6,9,1,14,9,6
560,561,561,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,1,1,0,2,0,0,2,0,2,2,0
561,562,562,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
562,563,563,other,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,1,3,1,4,0,2,3,0,5,3,2
740,741,741,black,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,1,4,2,3,1,1,5,0,6,4,2
2045,2046,2046,white,age.gp4,Tr,NoTrade,Group,9,0,1,1,7,0,8,1,2,7,0,9,5,4
563,564,564,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,1,1,0,3,0,2,1,1,2,3,0
564,565,565,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,1,1,0,2,2,0
1786,1787,1787,white,age.gp4,Tr,NoTrade,Group,15,1,3,5,6,2,11,2,3,12,3,12,9,6
2244,2245,2245,white,age.gp4,Tr,NoTrade,Group,11,0,1,0,10,3,7,1,0,11,0,11,7,4
568,569,569,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
569,570,570,other,age.gp4,NoTr,NoTrade,NoGroup,2,1,0,0,1,1,1,0,0,2,0,2,1,1
570,571,571,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,0,1,0,1,1,0
573,574,574,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,1,0,0,2,0,1,1,0,2,2,0
669,670,670,white,age.gp2,Tr,NoTrade,NoGroup,4,0,3,0,1,0,1,3,2,2,0,4,3,1
576,577,577,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,0,1
577,578,578,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,0,1,0,1,1,0
1289,1290,1290,white,age.gp4,NoTr,NoTrade,Group,12,2,3,2,5,0,10,2,3,9,2,10,7,5
580,581,581,other,age.gp4,NoTr,NoTrade,NoGroup,2,1,0,0,1,0,2,0,0,2,0,2,2,0
1083,1084,1084,white,age.gp4,NoTr,NoTrade,Group,10,1,2,0,7,1,7,2,3,7,1,9,6,4
582,583,583,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
1975,1976,1976,white,age.gp4,Tr,NoTrade,NoGroup,7,0,0,1,6,2,4,1,0,7,1,6,5,2
586,587,587,other,age.gp4,NoTr,NoTrade,NoGroup,1,1,0,0,0,0,1,0,0,1,0,1,1,0
588,589,589,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,1,2,0,1,2,0,3,2,1
2374,2375,2375,black,age.gp2,NoTr,NoTrade,NoGroup,6,0,1,1,4,4,1,1,1,5,1,5,1,5
590,591,591,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,1,1,0,2,0,2,0,0,2,2,0
591,592,592,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,1,2,1,2,0,1,2,1,2,2,1
2708,2709,2709,white,age.gp4,NoTr,NoTrade,Group,16,2,1,3,10,1,13,2,8,8,0,16,9,7
592,593,593,other,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,2,3,0,6,0,3,3,0,6,3,3
2719,2720,2720,white,age.gp4,NoTr,NoTrade,Group,10,0,3,2,5,3,6,1,3,7,0,10,4,6
594,595,595,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,0,3,0,2,1,0,3,3,0
2699,2700,2700,white,age.gp4,NoTr,NoTrade,Group,9,1,2,2,4,0,7,2,2,7,2,7,7,2
1194,1195,1195,white,age.gp4,Tr,NoTrade,NoGroup,5,1,1,0,3,1,3,1,1,4,0,5,1,4
596,597,597,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
599,600,600,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,0,1,0,1,0,1
602,603,603,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,1,0,0,0,1,0,1,1,0
603,604,604,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,1,0,1,0,0,0,1,0,1,0,1
604,605,605,other,age.gp4,NoTr,NoTrade,NoGroup,4,2,0,0,2,2,2,0,0,4,1,3,0,4
605,606,606,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,1,1,0,2,2,0
606,607,607,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,2,1,0,3,0,2,1,0,3,2,1
771,772,772,white,age.gp4,NoTr,NoTrade,NoGroup,7,0,0,1,6,0,6,1,2,5,0,7,5,2
1208,1209,1209,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,2,1,1,1,2,1,0,4,0,4,2,2
2634,2635,2635,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,1,3,0,3,1,1,3,0,4,3,1
608,609,609,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,0,1,0,2,0,1,1,0,2,2,0
2578,2579,2579,white,age.gp4,NoTr,NoTrade,Group,6,0,1,3,2,0,5,1,0,6,1,5,5,1
609,610,610,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,0,1,0,1,0,1
613,614,614,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,1,1,1,1,0,2
1687,1688,1688,white,age.gp4,NoTr,Trade,NoGroup,5,0,1,1,3,0,4,1,0,5,1,4,2,3
618,619,619,other,age.gp4,NoTr,NoTrade,NoGroup,4,2,0,0,2,0,4,0,1,3,0,4,2,2
1297,1298,1298,white,age.gp4,NoTr,NoTrade,Group,11,2,1,2,6,1,9,1,3,8,1,10,6,5
619,620,620,other,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,0,1,0,2,0,0,2,1,1,1,1
991,992,992,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,0,1,0,1,0,1,0,1
620,621,621,other,age.gp4,NoTr,NoTrade,NoGroup,3,0,0,2,1,0,3,0,1,2,1,2,2,1
1990,1991,1991,white,age.gp4,Tr,NoTrade,NoGroup,6,0,2,1,3,1,3,2,2,4,0,6,2,4
621,622,622,other,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,1,0
697,698,698,white,age.gp4,Tr,NoTrade,Group,8,1,0,3,4,0,7,1,1,7,2,6,3,5
1010,1011,1011,white,age.gp1,Tr,NoTrade,NoGroup,12,7,1,1,3,1,9,2,3,9,2,10,7,5
1454,1455,1455,white,age.gp1,NoTr,NoTrade,NoGroup,10,4,0,4,2,2,6,2,3,7,3,7,8,2
623,624,624,other,age.gp1,NoTr,Trade,Group,10,3,1,3,3,1,9,0,2,8,0,10,5,5
1472,1473,1473,white,age.gp1,NoTr,NoTrade,NoGroup,6,4,2,0,0,1,3,2,1,5,1,5,3,3
1854,1855,1855,white,age.gp3,NoTr,NoTrade,Group,21,6,5,5,5,2,16,3,6,15,4,17,13,8
2727,2728,2728,black,age.gp3,NoTr,NoTrade,NoGroup,9,1,3,2,3,4,4,1,2,7,2,7,3,6
1009,1010,1010,white,age.gp1,Tr,NoTrade,NoGroup,16,11,1,3,1,0,11,5,5,11,3,13,9,7
2076,2077,2077,black,age.gp3,NoTr,NoTrade,NoGroup,8,4,3,0,1,4,2,2,2,6,3,5,5,3
626,627,627,other,age.gp1,NoTr,Trade,Group,8,3,2,2,1,0,7,1,5,3,0,8,3,5
1899,1900,1900,white,age.gp1,Tr,NoTrade,NoGroup,9,2,2,1,4,0,7,2,2,7,1,8,8,1
2000,2001,2001,black,age.gp4,NoTr,NoTrade,NoGroup,1,1,0,0,0,0,0,1,0,1,1,0,1,0
2874,2875,2875,white,age.gp1,NoTr,NoTrade,NoGroup,14,8,2,3,1,2,10,2,4,10,4,10,9,5
629,630,630,other,age.gp1,NoTr,Trade,Group,6,3,0,1,2,1,5,0,3,3,0,6,1,5
1008,1009,1009,white,age.gp1,Tr,NoTrade,NoGroup,10,6,2,1,1,0,6,4,3,7,1,9,4,6
1158,1159,1159,white,age.gp4,NoTr,NoTrade,NoGroup,5,3,1,0,1,0,4,1,3,2,1,4,3,2
1067,1068,1068,white,age.gp4,NoTr,NoTrade,Group,7,2,1,2,2,0,5,2,3,4,1,6,4,3
1381,1382,1382,white,age.gp1,NoTr,NoTrade,NoGroup,8,2,2,0,4,0,5,3,3,5,2,6,5,3
1508,1509,1509,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,0,2,4,0,6,1,1,6,1,6,6,1
2086,2087,2087,black,age.gp3,NoTr,NoTrade,NoGroup,5,1,1,0,3,1,3,1,1,4,1,4,5,0
916,917,917,white,age.gp1,NoTr,Trade,NoGroup,7,7,0,0,0,1,3,3,0,7,1,6,2,5
2610,2611,2611,white,age.gp4,NoTr,NoTrade,NoGroup,4,2,0,1,1,0,3,1,1,3,1,3,3,1
1610,1611,1611,white,age.gp3,Tr,NoTrade,NoGroup,8,1,3,2,2,2,5,1,1,7,2,6,6,2
2522,2523,2523,white,age.gp2,Tr,NoTrade,Group,22,2,11,2,7,6,13,3,6,16,3,19,17,5
2420,2421,2421,white,age.gp3,NoTr,Trade,Group,13,2,2,6,3,0,11,2,6,7,1,12,9,4
647,648,648,other,age.gp1,NoTr,Trade,Group,11,4,3,1,3,1,9,1,6,5,0,11,7,4
1341,1342,1342,white,age.gp1,Tr,NoTrade,NoGroup,11,7,1,1,2,1,9,1,3,8,1,10,4,7
1037,1038,1038,black,age.gp4,NoTr,NoTrade,NoGroup,10,1,2,4,3,6,4,0,2,8,0,10,6,4
2617,2618,2618,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,1,0,0,0,1,0,1,0,1
651,652,652,black,age.gp2,NoTr,NoTrade,NoGroup,7,0,5,0,2,3,4,0,3,4,2,5,7,0
1080,1081,1081,white,age.gp4,NoTr,NoTrade,Group,12,1,3,2,6,2,9,1,4,8,0,12,8,4
653,654,654,black,age.gp2,NoTr,NoTrade,NoGroup,4,1,1,1,1,2,2,0,1,3,0,4,2,2
1634,1635,1635,black,age.gp1,Tr,NoTrade,NoGroup,14,6,5,2,1,7,5,2,6,8,3,11,9,5
2006,2007,2007,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,1,1,1,2,0,0,3,1,2,2,1
654,655,655,black,age.gp2,NoTr,NoTrade,NoGroup,2,0,0,2,0,1,1,0,1,1,0,2,1,1
970,971,971,white,age.gp2,Tr,NoTrade,Group,22,1,13,5,3,2,20,0,7,15,0,22,16,6
1032,1033,1033,black,age.gp4,NoTr,NoTrade,NoGroup,1,0,1,0,0,0,1,0,1,0,0,1,0,1
2266,2267,2267,white,age.gp4,Tr,NoTrade,Group,9,1,2,2,4,1,8,0,2,7,0,9,5,4
2831,2832,2832,white,age.gp2,Tr,NoTrade,NoGroup,8,1,6,0,1,0,7,1,4,4,0,8,6,2
783,784,784,white,age.gp2,NoTr,NoTrade,NoGroup,7,1,3,1,2,1,6,0,2,5,0,7,3,4
2538,2539,2539,other,age.gp1,NoTr,NoTrade,NoGroup,2,0,1,0,1,0,2,0,1,1,0,2,2,0
1450,1451,1451,black,age.gp1,NoTr,NoTrade,NoGroup,8,4,2,2,0,5,2,1,0,8,0,8,2,6
1492,1493,1493,white,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,0,3,0,1,2,0,3,3,0
2695,2696,2696,white,age.gp4,NoTr,NoTrade,Group,14,2,4,0,8,3,10,1,1,13,0,14,10,4
910,911,911,other,age.gp1,Tr,NoTrade,NoGroup,5,2,3,0,0,1,4,0,3,2,1,4,3,2
1082,1083,1083,white,age.gp4,NoTr,NoTrade,Group,11,1,3,1,6,1,9,1,3,8,1,10,8,3
1973,1974,1974,white,age.gp4,Tr,NoTrade,NoGroup,5,1,1,1,2,0,5,0,3,2,0,5,3,2
806,807,807,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,2,0,4,0,6,0,1,5,0,6,6,0
2081,2082,2082,black,age.gp3,NoTr,NoTrade,NoGroup,14,2,7,2,3,8,4,2,4,10,1,13,7,7
2157,2158,2158,other,age.gp2,NoTr,NoTrade,NoGroup,4,0,4,0,0,1,3,0,2,2,0,4,3,1
665,666,666,white,age.gp2,Tr,NoTrade,NoGroup,5,1,1,1,2,0,4,1,1,4,0,5,4,1
748,749,749,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,0,2,3,0,6,0,1,5,0,6,3,3
1233,1234,1234,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,1,1,3,1,4,0,3,2,0,5,4,1
1980,1981,1981,white,age.gp4,Tr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
671,672,672,white,age.gp4,Tr,NoTrade,Group,11,0,4,4,3,1,9,1,4,7,3,8,8,3
1218,1219,1219,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,0,4,1,3,0,2,2,0,4,3,1
1285,1286,1286,white,age.gp4,NoTr,NoTrade,Group,12,2,3,3,4,2,9,1,5,7,0,12,9,3
2361,2362,2362,white,age.gp3,Tr,NoTrade,NoGroup,5,2,0,2,1,0,4,1,2,3,0,5,3,2
1378,1379,1379,black,age.gp2,NoTr,NoTrade,NoGroup,2,0,1,0,1,1,1,0,1,1,1,1,2,0
674,675,675,white,age.gp4,Tr,NoTrade,Group,14,1,3,3,7,1,12,1,5,9,1,13,8,6
761,762,762,white,age.gp4,NoTr,NoTrade,NoGroup,6,0,1,1,4,0,6,0,3,3,1,5,5,1
889,890,890,other,age.gp1,Tr,NoTrade,NoGroup,3,1,0,0,2,0,3,0,1,2,0,3,1,2
2641,2642,2642,white,age.gp4,NoTr,NoTrade,NoGroup,7,2,0,0,5,1,6,0,5,2,1,6,4,3
1507,1508,1508,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,0,0,2,0,2,0,1,1,0,2,2,0
1824,1825,1825,black,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,0,4,1,3,0,2,2,0,4,3,1
2515,2516,2516,black,age.gp2,NoTr,NoTrade,Group,16,2,8,3,3,7,8,1,6,10,2,14,10,6
2523,2524,2524,white,age.gp2,Tr,NoTrade,Group,24,3,13,6,2,1,21,2,10,14,1,23,14,10
2180,2181,2181,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,0,3,0,4,0,3,1,0,4,3,1
1459,1460,1460,white,age.gp1,NoTr,NoTrade,NoGroup,7,3,0,1,3,0,6,1,1,6,0,7,4,3
753,754,754,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
919,920,920,white,age.gp1,NoTr,Trade,NoGroup,5,2,0,1,2,0,5,0,2,3,0,5,3,2
1234,1235,1235,white,age.gp4,NoTr,NoTrade,NoGroup,2,0,1,0,1,0,2,0,2,0,0,2,2,0
1183,1184,1184,white,age.gp4,Tr,NoTrade,NoGroup,5,0,1,1,3,1,4,0,2,3,0,5,3,2
1222,1223,1223,white,age.gp4,NoTr,NoTrade,NoGroup,3,1,0,0,2,0,2,1,2,1,0,3,2,1
830,831,831,white,age.gp3,NoTr,NoTrade,NoGroup,4,0,2,0,2,1,3,0,3,1,0,4,3,1
1800,1801,1801,white,age.gp4,Tr,NoTrade,Group,8,0,4,2,2,1,6,1,3,5,1,7,5,3
2463,2464,2464,white,age.gp1,Tr,NoTrade,NoGroup,12,5,0,4,3,1,10,1,3,9,1,11,6,6
1603,1604,1604,white,age.gp3,Tr,NoTrade,NoGroup,8,2,1,3,2,0,7,1,2,6,0,8,6,2
1981,1982,1982,white,age.gp4,Tr,NoTrade,NoGroup,6,0,2,2,2,0,6,0,3,3,1,5,6,0
1830,1831,1831,black,age.gp4,NoTr,NoTrade,NoGroup,3,0,1,0,2,1,2,0,3,0,0,3,2,1
2565,2566,2566,white,age.gp4,NoTr,NoTrade,Group,7,1,1,0,5,1,6,0,3,4,0,7,6,1
2640,2641,2641,white,age.gp4,NoTr,NoTrade,NoGroup,5,0,0,0,5,0,5,0,2,3,0,5,4,1
825,826,826,white,age.gp3,NoTr,NoTrade,NoGroup,7,1,1,2,3,1,6,0,2,5,2,5,7,0
1110,1111,1111,other,age.gp1,NoTr,NoTrade,NoGroup,3,1,0,1,1,1,2,0,1,2,0,3,2,1
793,794,794,white,age.gp4,NoTr,NoTrade,NoGroup,7,1,0,0,6,0,6,1,2,5,0,7,2,5
1316,1317,1317,white,age.gp2,NoTr,NoTrade,NoGroup,11,1,4,2,4,0,11,0,3,8,0,11,8,3
2452,2453,2453,white,age.gp4,NoTr,NoTrade,NoGroup,6,2,1,1,2,0,5,1,2,4,0,6,4,2
2693,2694,2694,white,age.gp4,NoTr,NoTrade,Group,10,1,2,1,6,1,7,2,5,5,0,10,7,3
1065,1066,1066,white,age.gp4,NoTr,NoTrade,Group,12,1,1,4,6,2,10,0,5,7,0,12,7,5
1189,1190,1190,white,age.gp4,Tr,NoTrade,NoGroup,3,0,0,0,3,0,3,0,2,1,0,3,3,0
2093,2094,2094,black,age.gp3,NoTr,NoTrade,NoGroup,5,0,0,1,4,1,4,0,1,4,0,5,3,2
694,695,695,white,age.gp4,Tr,NoTrade,Group,8,0,2,1,5,0,8,0,3,5,0,8,6,2
755,756,756,white,age.gp4,NoTr,NoTrade,NoGroup,1,0,0,0,1,0,1,0,1,0,0,1,1,0
2823,2824,2824,other,age.gp2,NoTr,NoTrade,NoGroup,4,0,1,1,2,0,4,0,2,2,0,4,4,0
1230,1231,1231,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,0,0,4,0,4,0,2,2,0,4,3,1
1956,1957,1957,white,age.gp4,NoTr,NoTrade,Group,8,0,3,1,4,1,7,0,3,5,0,8,4,4
2376,2377,2377,white,age.gp2,NoTr,NoTrade,NoGroup,7,1,2,1,3,0,7,0,3,4,0,7,5,2
1501,1502,1502,white,age.gp4,NoTr,NoTrade,NoGroup,6,1,2,0,3,0,6,0,3,3,1,5,4,2
2431,2432,2432,white,age.gp4,NoTr,NoTrade,NoGroup,4,0,1,1,2,1,3,0,3,1,0,4,3,1
