"","X","Unnamed..0","node","ethcat","agecat","treat","Trade_sex","Group_sex","degree","age.gp1","age.gp2","age.gp3","age.gp4","black","white","other","Tr","NoTr","Trade","NoTrade","Group","NoGroup","net"
"2573",2754,2755,2755,"white","age.gp3","NoTr","NoTrade","NoGroup",3,0,2,1,0,0,2,1,2,1,0,3,3,0,1
"2574",1055,1056,1056,"white","age.gp4","NoTr","NoTrade","Group",6,0,4,0,2,1,2,3,4,2,0,6,3,3,1
"2575",862,863,863,"other","age.gp2","Tr","NoTrade","Group",4,0,3,1,0,0,4,0,2,2,0,4,4,0,1
"2576",993,994,994,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,1,1,1,1,0,2,2,0,1
"2577",872,873,873,"other","age.gp2","Tr","NoTrade","Group",5,0,1,4,0,3,2,0,1,4,0,5,2,3,1
"2578",2678,2679,2679,"black","age.gp3","NoTr","NoTrade","NoGroup",4,0,3,1,0,1,2,1,3,1,0,4,3,1,1
"2579",1459,1460,1460,"white","age.gp1","NoTr","NoTrade","NoGroup",14,4,1,5,4,0,11,3,5,9,1,13,10,4,1
"2580",1977,1978,1978,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,1,0,1,0,1
"2581",2155,2156,2156,"other","age.gp2","NoTr","NoTrade","NoGroup",5,0,0,3,2,0,5,0,1,4,1,4,4,1,1
"2582",1087,1088,1088,"black","age.gp2","Tr","NoTrade","NoGroup",9,2,3,3,1,2,7,0,3,6,2,7,7,2,1
"2583",1730,1731,1731,"white","age.gp3","Tr","NoTrade","Group",11,0,6,3,2,2,9,0,5,6,1,10,9,2,1
"2584",2495,2496,2496,"other","age.gp1","NoTr","NoTrade","NoGroup",3,1,0,2,0,1,2,0,1,2,1,2,2,1,1
"2585",1151,1152,1152,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,1,0,1,0,1
"2586",1879,1880,1880,"other","age.gp1","NoTr","NoTrade","Group",7,2,1,3,1,0,7,0,4,3,2,5,5,2,1
"2587",2453,2454,2454,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,2,1,0,3,0,1,2,1,2,3,0,1
"2588",1314,1315,1315,"white","age.gp1","NoTr","NoTrade","NoGroup",7,3,1,2,1,0,7,0,3,4,1,6,4,3,1
"2589",1659,1660,1660,"other","age.gp2","NoTr","NoTrade","NoGroup",4,1,1,1,1,1,3,0,0,4,1,3,3,1,1
"2590",2499,2500,2500,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,0,1,0,0,2,0,0,2,1,1,1,1,1
"2591",905,906,906,"other","age.gp1","Tr","NoTrade","NoGroup",4,2,0,2,0,0,4,0,0,4,1,3,3,1,1
"2592",1374,1375,1375,"black","age.gp4","NoTr","NoTrade","Group",3,1,0,1,1,2,1,0,0,3,2,1,2,1,1
"2593",1030,1031,1031,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,1,0,1,0,1
"2594",1176,1177,1177,"white","age.gp4","Tr","NoTrade","NoGroup",7,0,2,2,3,0,7,0,2,5,1,6,5,2,1
"2595",2101,2102,2102,"black","age.gp3","NoTr","NoTrade","NoGroup",6,1,0,4,1,2,4,0,2,4,2,4,4,2,1
"2596",2287,2288,2288,"other","age.gp2","Tr","NoTrade","Group",5,0,0,3,2,0,5,0,0,5,1,4,4,1,1
"2597",2307,2308,2308,"white","age.gp2","NoTr","NoTrade","NoGroup",5,1,1,2,1,0,4,1,0,5,1,4,3,2,1
"2598",1007,1008,1008,"white","age.gp1","Tr","NoTrade","Group",22,11,7,3,1,0,18,4,7,15,1,21,10,12,1
"2599",2232,2233,2233,"black","age.gp4","NoTr","Trade","Group",6,2,2,0,2,4,1,1,2,4,0,6,1,5,1
"2600",889,890,890,"other","age.gp1","Tr","NoTrade","NoGroup",3,1,1,1,0,1,2,0,0,3,0,3,2,1,1
"2601",2765,2766,2766,"black","age.gp2","NoTr","NoTrade","NoGroup",6,2,0,1,3,4,1,1,2,4,1,5,2,4,1
"2602",2321,2322,2322,"white","age.gp1","NoTr","NoTrade","NoGroup",11,5,0,6,0,1,8,2,5,6,1,10,4,7,1
"2603",893,894,894,"other","age.gp1","Tr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0,1
"2604",1458,1459,1459,"white","age.gp1","NoTr","NoTrade","NoGroup",8,7,1,0,0,1,5,2,5,3,1,7,3,5,1
"2605",2677,2678,2678,"black","age.gp3","NoTr","NoTrade","NoGroup",4,2,1,0,1,2,0,2,1,3,1,3,2,2,1
"2606",2906,2907,2907,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,0,1,0,1,1,1,1,2,0,3,0,3,1
"2607",899,900,900,"other","age.gp1","Tr","NoTrade","NoGroup",4,2,2,0,0,1,3,0,2,2,0,4,3,1,1
"2608",900,901,901,"other","age.gp1","Tr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1,1
"2609",2615,2616,2616,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,0,1,1,0,0,1,0,1,1
"2610",903,904,904,"other","age.gp1","Tr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,1,0,1
"2611",2470,2471,2471,"white","age.gp1","NoTr","NoTrade","NoGroup",6,6,0,0,0,0,4,2,2,4,0,6,2,4,1
"2612",907,908,908,"other","age.gp1","Tr","NoTrade","NoGroup",8,5,1,1,1,1,6,1,3,5,1,7,5,3,1
"2613",908,909,909,"other","age.gp1","Tr","NoTrade","NoGroup",5,3,0,1,1,1,4,0,3,2,0,5,1,4,1
"2614",1540,1541,1541,"black","age.gp4","NoTr","NoTrade","NoGroup",4,1,2,1,0,3,0,1,2,2,1,3,2,2,1
"2615",910,911,911,"other","age.gp1","Tr","NoTrade","NoGroup",5,1,1,3,0,0,5,0,2,3,0,5,2,3,1
"2616",1714,1715,1715,"white","age.gp1","Tr","NoTrade","NoGroup",10,5,1,4,0,2,5,3,3,7,1,9,7,3,1
"2617",914,915,915,"other","age.gp1","Tr","NoTrade","NoGroup",3,2,1,0,0,0,3,0,1,2,0,3,1,2,1
"2618",915,916,916,"other","age.gp1","Tr","NoTrade","NoGroup",4,3,0,1,0,0,4,0,0,4,1,3,2,2,1
"2619",2538,2539,2539,"other","age.gp1","NoTr","NoTrade","NoGroup",7,5,0,1,1,2,5,0,1,6,3,4,4,3,1
"2620",2874,2875,2875,"white","age.gp1","NoTr","NoTrade","NoGroup",8,4,3,1,0,0,5,3,3,5,1,7,3,5,1
"2621",1248,1249,1249,"white","age.gp1","NoTr","NoTrade","NoGroup",8,3,1,1,3,0,7,1,4,4,1,7,6,2,1
"2622",2429,2430,2430,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
"2623",928,929,929,"white","age.gp3","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"2624",1989,1990,1990,"white","age.gp4","Tr","NoTrade","NoGroup",4,0,1,1,2,2,2,0,1,3,1,3,2,2,1
"2625",2397,2398,2398,"white","age.gp3","NoTr","NoTrade","NoGroup",7,2,0,5,0,0,7,0,3,4,2,5,4,3,1
"2626",2828,2829,2829,"other","age.gp2","NoTr","NoTrade","NoGroup",5,0,1,3,1,0,5,0,1,4,0,5,4,1,1
"2627",1909,1910,1910,"other","age.gp2","NoTr","NoTrade","NoGroup",5,1,2,2,0,1,4,0,1,4,0,5,4,1,1
"2628",2202,2203,2203,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0,1
"2629",1416,1417,1417,"black","age.gp2","NoTr","NoTrade","NoGroup",8,1,4,2,1,3,4,1,2,6,0,8,3,5,1
"2630",2270,2271,2271,"white","age.gp4","Tr","NoTrade","Group",7,1,0,2,4,0,7,0,2,5,0,7,5,2,1
"2631",2611,2612,2612,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0,1
"2632",2720,2721,2721,"white","age.gp4","NoTr","NoTrade","Group",11,0,3,3,5,1,10,0,6,5,0,11,9,2,1
"2633",2098,2099,2099,"black","age.gp3","NoTr","NoTrade","NoGroup",2,0,1,1,0,1,1,0,2,0,0,2,1,1,1
"2634",2817,2818,2818,"other","age.gp2","NoTr","NoTrade","NoGroup",4,0,3,1,0,0,4,0,2,2,0,4,4,0,1
"2635",1266,1267,1267,"black","age.gp3","NoTr","NoTrade","NoGroup",8,1,3,3,1,3,5,0,5,3,2,6,6,2,1
"2636",2618,2619,2619,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0,1
"2637",2012,2013,2013,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,1,0,0,1,0,1,1
"2638",1644,1645,1645,"other","age.gp2","NoTr","NoTrade","NoGroup",2,0,1,1,0,1,1,0,2,0,0,2,1,1,1
"2639",1924,1925,1925,"other","age.gp2","NoTr","NoTrade","NoGroup",4,1,3,0,0,1,3,0,3,1,0,4,2,2,1
"2640",2219,2220,2220,"black","age.gp4","NoTr","Trade","Group",7,0,2,1,4,5,2,0,1,6,1,6,2,5,1
"2641",959,960,960,"black","age.gp2","Tr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,1,0,1
"2642",960,961,961,"black","age.gp2","Tr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,1,0,1
"2643",1277,1278,1278,"white","age.gp4","NoTr","NoTrade","Group",8,0,6,0,2,1,5,2,4,4,1,7,5,3,1
"2644",1272,1273,1273,"black","age.gp3","NoTr","NoTrade","NoGroup",5,1,3,0,1,4,0,1,0,5,0,5,3,2,1
"2645",2021,2022,2022,"black","age.gp4","NoTr","NoTrade","NoGroup",4,0,1,1,2,4,0,0,0,4,1,3,4,0,1
"2646",2689,2690,2690,"black","age.gp3","NoTr","NoTrade","NoGroup",6,0,3,2,1,4,2,0,1,5,0,6,5,1,1
"2647",1820,1821,1821,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,1,0,1
"2648",2802,2803,2803,"other","age.gp2","NoTr","NoTrade","NoGroup",7,1,2,3,1,2,5,0,2,5,1,6,6,1,1
"2649",1092,1093,1093,"black","age.gp1","NoTr","NoTrade","NoGroup",8,3,1,2,2,4,4,0,0,8,0,8,4,4,1
"2650",2508,2509,2509,"black","age.gp2","NoTr","NoTrade","NoGroup",12,2,5,3,2,7,5,0,5,7,3,9,7,5,1
"2651",1208,1209,1209,"white","age.gp4","NoTr","NoTrade","NoGroup",5,1,2,0,2,0,5,0,2,3,0,5,2,3,1
"2652",2799,2800,2800,"white","age.gp2","NoTr","NoTrade","NoGroup",5,1,2,1,1,0,4,1,4,1,0,5,4,1,1
"2653",2928,2929,2929,"white","age.gp4","NoTr","NoTrade","Group",10,0,1,2,7,0,10,0,5,5,2,8,8,2,1
"2654",998,999,999,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"2655",971,972,972,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2656",972,973,973,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
"2657",976,977,977,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,1,1,4,0,6,0,3,3,0,6,4,2,1
"2658",1230,1231,1231,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
"2659",2355,2356,2356,"white","age.gp3","Tr","NoTrade","NoGroup",3,1,0,1,1,0,2,1,0,3,0,3,1,2,1
"2660",977,978,978,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,0,2,0,2,0,0,2,0,2,0,2,1
"2661",1497,1498,1498,"white","age.gp4","NoTr","NoTrade","NoGroup",4,1,1,1,1,0,4,0,2,2,0,4,3,1,1
"2662",1505,1506,1506,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,0,2,0,3,0,1,2,0,3,0,3,1
"2663",978,979,979,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,0,1,0,1,0,0,1,1,0,1
"2664",2295,2296,2296,"other","age.gp2","Tr","NoTrade","Group",8,1,0,5,2,0,8,0,1,7,0,8,5,3,1
"2665",983,984,984,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2666",1771,1772,1772,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
"2667",2194,2195,2195,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
"2668",986,987,987,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,1,1,0,2,0,1,1,0,2,2,0,1
"2669",987,988,988,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"2670",991,992,992,"white","age.gp4","NoTr","NoTrade","NoGroup",5,1,0,2,2,0,5,0,2,3,0,5,3,2,1
"2671",992,993,993,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2672",999,1000,1000,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2673",1000,1001,1001,"white","age.gp4","NoTr","NoTrade","NoGroup",3,1,0,0,2,0,3,0,3,0,0,3,2,1,1
"2674",1569,1570,1570,"white","age.gp4","Tr","NoTrade","Group",10,0,3,1,6,3,7,0,3,7,2,8,8,2,1
"2675",1002,1003,1003,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2676",1869,1870,1870,"other","age.gp1","NoTr","NoTrade","Group",7,2,2,1,2,0,7,0,3,4,0,7,5,2,1
"2677",1380,1381,1381,"white","age.gp1","NoTr","NoTrade","NoGroup",14,8,2,2,2,1,12,1,6,8,0,14,7,7,1
"2678",1492,1493,1493,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,1,0,0,1,1,0,1
"2679",2898,2899,2899,"other","age.gp1","NoTr","NoTrade","NoGroup",5,3,1,0,1,0,5,0,3,2,0,5,2,3,1
"2680",1166,1167,1167,"white","age.gp4","NoTr","NoTrade","NoGroup",4,1,1,0,2,0,4,0,3,1,0,4,3,1,1
"2681",1170,1171,1171,"white","age.gp4","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,1,0,0,1,1,0,1
"2682",2537,2538,2538,"other","age.gp1","NoTr","NoTrade","NoGroup",4,3,1,0,0,0,4,0,2,2,0,4,4,0,1
"2683",2890,2891,2891,"other","age.gp1","NoTr","NoTrade","NoGroup",4,2,0,0,2,0,4,0,2,2,0,4,3,1,1
"2684",1901,1902,1902,"black","age.gp1","NoTr","NoTrade","NoGroup",6,2,2,2,0,5,1,0,2,4,0,6,2,4,1
"2685",2008,2009,2009,"black","age.gp4","NoTr","NoTrade","NoGroup",7,2,1,1,3,4,3,0,3,4,1,6,2,5,1
"2686",2492,2493,2493,"other","age.gp1","NoTr","NoTrade","NoGroup",5,5,0,0,0,0,5,0,1,4,0,5,2,3,1
"2687",1118,1119,1119,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,1,0,0,0,3,0,1,2,0,3,0,3,1
"2688",2496,2497,2497,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,0,1,0,0,2,0,1,1,1,1,1,1,1
"2689",2510,2511,2511,"white","age.gp1","NoTr","NoTrade","NoGroup",8,6,1,0,1,2,6,0,3,5,1,7,3,5,1
"2690",1127,1128,1128,"other","age.gp1","NoTr","NoTrade","NoGroup",2,1,1,0,0,0,2,0,0,2,0,2,1,1,1
"2691",2315,2316,2316,"white","age.gp2","NoTr","NoTrade","NoGroup",6,2,2,2,0,2,4,0,2,4,1,5,3,3,1
"2692",2543,2544,2544,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,2,0,0,0,2,0,1,1,1,1,1,1,1
"2693",2680,2681,2681,"black","age.gp3","NoTr","NoTrade","NoGroup",3,1,1,0,1,1,2,0,1,2,0,3,1,2,1
"2694",1027,1028,1028,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,2,0,1,0,1,2,0,3,0,3,1,2,1
"2695",1029,1030,1030,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,1,0,1
"2696",1034,1035,1035,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2697",1035,1036,1036,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,3,0,0,0,3,2,1,3,0,1
"2698",1036,1037,1037,"black","age.gp4","NoTr","NoTrade","NoGroup",5,1,1,3,0,1,4,0,1,4,0,5,2,3,1
"2699",1827,1828,1828,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
"2700",1039,1040,1040,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,1,0,1
"2701",2952,2953,2953,"white","age.gp4","NoTr","NoTrade","Group",8,0,1,2,5,1,7,0,2,6,0,8,5,3,1
"2702",2036,2037,2037,"white","age.gp4","Tr","NoTrade","Group",10,0,1,2,7,2,8,0,2,8,1,9,3,7,1
"2703",2083,2084,2084,"black","age.gp3","NoTr","NoTrade","NoGroup",3,0,1,0,2,1,2,0,1,2,0,3,2,1,1
"2704",1046,1047,1047,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,1,0,1
"2705",1973,1974,1974,"white","age.gp4","Tr","NoTrade","NoGroup",6,0,2,1,3,2,4,0,5,1,1,5,4,2,1
"2706",1049,1050,1050,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,1,0,1
"2707",1831,1832,1832,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,1,0,0,0,1,0,1,0,1,1
"2708",1228,1229,1229,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,3,0,2,1,3,1,2,3,0,5,2,3,1
"2709",1221,1222,1222,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2710",2530,2531,2531,"other","age.gp1","NoTr","NoTrade","NoGroup",4,0,1,0,3,0,4,0,2,2,0,4,4,0,1
"2711",1671,1672,1672,"white","age.gp2","Tr","NoTrade","NoGroup",11,0,8,1,2,1,10,0,4,7,0,11,10,1,1
"2712",1538,1539,1539,"black","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,1,1,1,2,0,0,3,0,3,3,0,1
"2713",2031,2032,2032,"white","age.gp4","Tr","NoTrade","Group",7,1,1,2,3,0,7,0,2,5,1,6,4,3,1
"2714",1437,1438,1438,"white","age.gp3","Tr","NoTrade","NoGroup",3,0,0,1,2,0,3,0,1,2,1,2,2,1,1
"2715",1157,1158,1158,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2716",2378,2379,2379,"white","age.gp2","NoTr","NoTrade","NoGroup",9,0,3,1,5,0,9,0,3,6,0,9,5,4,1
"2717",2698,2699,2699,"white","age.gp4","NoTr","NoTrade","Group",5,1,1,0,3,0,4,1,2,3,0,5,4,1,1
"2718",1065,1066,1066,"white","age.gp4","NoTr","NoTrade","Group",6,0,2,1,3,0,6,0,3,3,0,6,5,1,1
"2719",2182,2183,2183,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,0,0,3,0,3,0,1,2,0,3,3,0,1
"2720",2807,2808,2808,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,1,1,1,1,2,0,1,2,0,3,2,1,1
"2721",1330,1331,1331,"white","age.gp3","NoTr","NoTrade","NoGroup",9,1,3,3,2,1,6,2,3,6,1,8,7,2,1
"2722",1661,1662,1662,"other","age.gp2","NoTr","NoTrade","NoGroup",5,0,4,0,1,0,4,1,2,3,0,5,4,1,1
"2723",1751,1752,1752,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2724",1770,1771,1771,"black","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2725",1493,1494,1494,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2726",1641,1642,1642,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,1,0,2,0,3,0,1,2,0,3,1,2,1
"2727",1693,1694,1694,"white","age.gp4","NoTr","Trade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2728",2640,2641,2641,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2729",1524,1525,1525,"black","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,0,2,0,2,0,1,1,0,2,2,0,1
"2730",1957,1958,1958,"white","age.gp4","NoTr","NoTrade","Group",7,1,1,2,3,1,6,0,3,4,2,5,4,3,1
"2731",2617,2618,2618,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2732",2684,2685,2685,"black","age.gp3","NoTr","NoTrade","NoGroup",5,0,2,1,2,3,2,0,1,4,1,4,3,2,1
"2733",1130,1131,1131,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,0,0,1,1,2,0,2,1,0,3,1,2,1
"2734",2082,2083,2083,"black","age.gp3","NoTr","NoTrade","NoGroup",3,2,0,1,0,2,0,1,0,3,0,3,0,3,1
"2735",1094,1095,1095,"black","age.gp1","NoTr","NoTrade","NoGroup",1,1,0,0,0,1,0,0,0,1,0,1,0,1,1
"2736",1198,1199,1199,"white","age.gp4","Tr","NoTrade","NoGroup",5,0,2,2,1,1,4,0,0,5,0,5,4,1,1
"2737",1100,1101,1101,"black","age.gp2","NoTr","NoTrade","NoGroup",7,0,3,3,1,2,4,1,3,4,2,5,4,3,1
"2738",1107,1108,1108,"other","age.gp1","NoTr","NoTrade","NoGroup",1,0,1,0,0,1,0,0,0,1,0,1,1,0,1
"2739",1109,1110,1110,"other","age.gp1","NoTr","NoTrade","NoGroup",3,2,0,1,0,0,3,0,1,2,0,3,1,2,1
"2740",1112,1113,1113,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,1,1,0,0,2,0,1,1,1,1,2,0,1
"2741",1113,1114,1114,"other","age.gp1","NoTr","NoTrade","NoGroup",2,2,0,0,0,0,1,1,0,2,0,2,1,1,1
"2742",1115,1116,1116,"other","age.gp1","NoTr","NoTrade","NoGroup",5,1,1,1,2,0,5,0,0,5,0,5,4,1,1
"2743",1116,1117,1117,"other","age.gp1","NoTr","NoTrade","NoGroup",3,1,1,0,1,2,1,0,0,3,1,2,2,1,1
"2744",1593,1594,1594,"black","age.gp1","Tr","Trade","NoGroup",3,1,2,0,0,0,1,2,0,3,0,3,1,2,1
"2745",1121,1122,1122,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,1,0,1,0,2,0,2,0,0,2,2,0,1
"2746",1124,1125,1125,"other","age.gp1","NoTr","NoTrade","NoGroup",4,4,0,0,0,1,3,0,1,3,0,4,0,4,1
"2747",1313,1314,1314,"white","age.gp1","NoTr","NoTrade","NoGroup",8,3,1,2,2,0,6,2,2,6,0,8,4,4,1
"2748",1125,1126,1126,"other","age.gp1","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2749",1217,1218,1218,"white","age.gp4","NoTr","NoTrade","NoGroup",3,1,1,0,1,0,2,1,2,1,0,3,2,1,1
"2750",1128,1129,1129,"other","age.gp1","NoTr","NoTrade","NoGroup",1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
"2751",1129,1130,1130,"other","age.gp1","NoTr","NoTrade","NoGroup",2,0,1,1,0,0,2,0,2,0,0,2,2,0,1
"2752",1164,1165,1165,"white","age.gp4","NoTr","NoTrade","NoGroup",6,0,3,0,3,0,5,1,2,4,0,6,4,2,1
"2753",2154,2155,2155,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,2,0,1,2,1,0,1,2,0,3,2,1,1
"2754",1649,1650,1650,"other","age.gp2","NoTr","NoTrade","NoGroup",3,0,1,1,1,1,2,0,2,1,0,3,2,1,1
"2755",2905,2906,2906,"other","age.gp1","NoTr","NoTrade","NoGroup",4,1,1,2,0,1,3,0,4,0,1,3,4,0,1
"2756",1979,1980,1980,"white","age.gp4","Tr","NoTrade","NoGroup",7,1,3,0,3,1,6,0,3,4,1,6,6,1,1
"2757",2149,2150,2150,"other","age.gp2","NoTr","NoTrade","NoGroup",7,1,4,0,2,0,7,0,3,4,1,6,6,1,1
"2758",1446,1447,1447,"white","age.gp1","NoTr","NoTrade","NoGroup",10,5,2,3,0,2,6,2,2,8,0,10,5,5,1
"2759",1637,1638,1638,"black","age.gp1","Tr","NoTrade","NoGroup",6,4,1,0,1,2,4,0,1,5,1,5,2,4,1
"2760",1143,1144,1144,"white","age.gp4","NoTr","NoTrade","NoGroup",4,0,0,1,3,1,3,0,1,3,1,3,4,0,1
"2761",1144,1145,1145,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
"2762",1147,1148,1148,"white","age.gp4","NoTr","NoTrade","NoGroup",5,0,1,0,4,1,4,0,2,3,0,5,3,2,1
"2763",1491,1492,1492,"white","age.gp4","NoTr","NoTrade","NoGroup",2,0,0,0,2,0,2,0,0,2,0,2,1,1,1
"2764",2882,2883,2883,"white","age.gp2","NoTr","NoTrade","NoGroup",8,0,1,4,3,0,8,0,2,6,0,8,6,2,1
"2765",1150,1151,1151,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2766",1152,1153,1153,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2767",1153,1154,1154,"white","age.gp4","NoTr","NoTrade","NoGroup",2,1,1,0,0,0,1,1,1,1,0,2,0,2,1
"2768",1158,1159,1159,"white","age.gp4","NoTr","NoTrade","NoGroup",3,0,1,1,1,0,3,0,1,2,0,3,2,1,1
"2769",1159,1160,1160,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,1,0,0,1,1,0,1
"2770",1161,1162,1162,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
"2771",1163,1164,1164,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,1,0,1,0,0,0,1,0,1,0,1,1
"2772",1215,1216,1216,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
"2773",1167,1168,1168,"white","age.gp4","NoTr","NoTrade","NoGroup",2,1,1,0,0,0,2,0,1,1,0,2,1,1,1
"2774",1171,1172,1172,"white","age.gp4","NoTr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2775",1178,1179,1179,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,0,0,1,0,1,0,0,1,0,1,1,0,1
"2776",1183,1184,1184,"white","age.gp4","Tr","NoTrade","NoGroup",1,0,1,0,0,0,1,0,0,1,0,1,1,0,1
